Chapter_number,Chapter_description,Short_code_three,Cause_description
19,"Injury, poisoning and certain other consequences of external causes",T03,"Dislocations, sprains and strains involving multiple body regions"
19,"Injury, poisoning and certain other consequences of external causes",T04,Crushing injuries involving multiple body regions
19,"Injury, poisoning and certain other consequences of external causes",T05,Traumatic amputations involving multiple body regions
19,"Injury, poisoning and certain other consequences of external causes",T06,"Other injuries involving multiple body regions, not elsewhere classified"
19,"Injury, poisoning and certain other consequences of external causes",T07,Unspecified multiple injuries
19,"Injury, poisoning and certain other consequences of external causes",T08,"Fracture of spine, level unspecified"
19,"Injury, poisoning and certain other consequences of external causes",T09,"Other injuries of spine and trunk, level unspecified"
19,"Injury, poisoning and certain other consequences of external causes",T10,"Fracture of upper limb, level unspecified"
19,"Injury, poisoning and certain other consequences of external causes",T11,"Other injuries of upper limb, level unspecified"
19,"Injury, poisoning and certain other consequences of external causes",T12,"Fracture of lower limb, level unspecified"
19,"Injury, poisoning and certain other consequences of external causes",T13,"Other injuries of lower limb, level unspecified"
19,"Injury, poisoning and certain other consequences of external causes",T14,Injury of unspecified body region
19,"Injury, poisoning and certain other consequences of external causes",T15,Foreign body on external eye
19,"Injury, poisoning and certain other consequences of external causes",T16,Foreign body in ear
19,"Injury, poisoning and certain other consequences of external causes",T17,Foreign body in respiratory tract
19,"Injury, poisoning and certain other consequences of external causes",T18,Foreign body in alimentary tract
19,"Injury, poisoning and certain other consequences of external causes",T19,Foreign body in genitourinary tract
19,"Injury, poisoning and certain other consequences of external causes",T20,Burn and corrosion of head and neck
19,"Injury, poisoning and certain other consequences of external causes",T21,Burn and corrosion of trunk
19,"Injury, poisoning and certain other consequences of external causes",T22,"Burn and corrosion of shoulder and upper limb, except wrist and hand"
19,"Injury, poisoning and certain other consequences of external causes",T23,Burn and corrosion of wrist and hand
19,"Injury, poisoning and certain other consequences of external causes",T24,"Burn and corrosion of hip and lower limb, except ankle and foot"
19,"Injury, poisoning and certain other consequences of external causes",T25,Burn and corrosion of ankle and foot
19,"Injury, poisoning and certain other consequences of external causes",T26,Burn and corrosion confined to eye and adnexa
19,"Injury, poisoning and certain other consequences of external causes",T27,Burn and corrosion of respiratory tract
19,"Injury, poisoning and certain other consequences of external causes",T28,Burn and corrosion of other internal organs
19,"Injury, poisoning and certain other consequences of external causes",T29,Burns and corrosions of multiple body regions
19,"Injury, poisoning and certain other consequences of external causes",T30,"Burn and corrosion, body region unspecified"
19,"Injury, poisoning and certain other consequences of external causes",T31,Burns classified according to extent of body surface involved
19,"Injury, poisoning and certain other consequences of external causes",T32,Corrosions classified according to extent of body surface involved
19,"Injury, poisoning and certain other consequences of external causes",T33,Superficial frostbite
19,"Injury, poisoning and certain other consequences of external causes",T34,Frostbite with tissue necrosis
19,"Injury, poisoning and certain other consequences of external causes",T35,Frostbite involving multiple body regions and unspecified frostbite
19,"Injury, poisoning and certain other consequences of external causes",T36,Poisoning by systemic antibiotics
19,"Injury, poisoning and certain other consequences of external causes",T37,Poisoning by other systemic anti-infectives and antiparasitics
19,"Injury, poisoning and certain other consequences of external causes",T38,"Poisoning by hormones and their synthetic substitutes and antagonists, not elsewhere classified"
19,"Injury, poisoning and certain other consequences of external causes",T39,"Poisoning by nonopioid analgesics, antipyretics and antirheumatics"
19,"Injury, poisoning and certain other consequences of external causes",T40,Poisoning by narcotics and psychodysleptics [hallucinogens]
19,"Injury, poisoning and certain other consequences of external causes",T41,Poisoning by anaesthetics and therapeutic gases
19,"Injury, poisoning and certain other consequences of external causes",T42,"Poisoning by antiepileptic, sedative-hypnotic and antiparkinsonism drugs"
19,"Injury, poisoning and certain other consequences of external causes",T43,"Poisoning by psychotropic drugs, not elsewhere classified"
19,"Injury, poisoning and certain other consequences of external causes",T44,Poisoning by drugs primarily affecting the autonomic nervous system
19,"Injury, poisoning and certain other consequences of external causes",T45,"Poisoning by primarily systemic and haematological agents, not elsewhere classified"
19,"Injury, poisoning and certain other consequences of external causes",T46,Poisoning by agents primarily affecting the cardiovascular system
19,"Injury, poisoning and certain other consequences of external causes",T47,Poisoning by agents primarily affecting the gastrointestinal system
19,"Injury, poisoning and certain other consequences of external causes",T48,Poisoning by agents primarily acting on smooth and skeletal muscles and the respiratory system
19,"Injury, poisoning and certain other consequences of external causes",T49,"Poisoning by topical agents primarily affecting skin and mucous membrane and by ophthalmological, otorhinolaryngological and dental drugs"
19,"Injury, poisoning and certain other consequences of external causes",T50,"Poisoning by diuretics and other and unspecified drugs, medicaments and biological substances"
19,"Injury, poisoning and certain other consequences of external causes",T51,Toxic effect of alcohol
19,"Injury, poisoning and certain other consequences of external causes",T52,Toxic effect of organic solvents
19,"Injury, poisoning and certain other consequences of external causes",T53,Toxic effect of halogen derivatives of aliphatic and aromatic hydrocarbons
19,"Injury, poisoning and certain other consequences of external causes",T54,Toxic effect of corrosive substances
19,"Injury, poisoning and certain other consequences of external causes",T55,Toxic effect of soaps and detergents
19,"Injury, poisoning and certain other consequences of external causes",T56,Toxic effect of metals
19,"Injury, poisoning and certain other consequences of external causes",T57,Toxic effect of other inorganic substances
19,"Injury, poisoning and certain other consequences of external causes",T58,Toxic effect of carbon monoxide
19,"Injury, poisoning and certain other consequences of external causes",T59,"Toxic effect of other gases, fumes and vapours"
19,"Injury, poisoning and certain other consequences of external causes",T60,Toxic effect of pesticides
19,"Injury, poisoning and certain other consequences of external causes",T61,Toxic effect of noxious substances eaten as seafood
