Group,Condition_name,ICD10_Code,Sex,Age_group,Fraction
Unintenional injuries,Road/pedestrian traffic accidents,V605,Female,65-74 years,0.01
Unintenional injuries,Road/pedestrian traffic accidents,V605,Male,75-84 years,0.07
Unintenional injuries,Road/pedestrian traffic accidents,V605,Female,75-84 years,0
Unintenional injuries,Road/pedestrian traffic accidents,V605,Male,85 and over,0
Unintenional injuries,Road/pedestrian traffic accidents,V605,Female,85 and over,0
Unintenional injuries,Road/pedestrian traffic accidents,V606,Male,16-24 years,0.08
Unintenional injuries,Road/pedestrian traffic accidents,V606,Female,16-24 years,0.02
Unintenional injuries,Road/pedestrian traffic accidents,V606,Male,25-34 years,0.15
Unintenional injuries,Road/pedestrian traffic accidents,V606,Female,25-34 years,0.02
Unintenional injuries,Road/pedestrian traffic accidents,V606,Male,35-44 years,0.21
Unintenional injuries,Road/pedestrian traffic accidents,V606,Female,35-44 years,0.03
Unintenional injuries,Road/pedestrian traffic accidents,V606,Male,45-54 years,0.22
Unintenional injuries,Road/pedestrian traffic accidents,V606,Female,45-54 years,0.06
Unintenional injuries,Road/pedestrian traffic accidents,V606,Male,55-64 years,0.25
Unintenional injuries,Road/pedestrian traffic accidents,V606,Female,55-64 years,0.04
Unintenional injuries,Road/pedestrian traffic accidents,V606,Male,65-74 years,0.16
Unintenional injuries,Road/pedestrian traffic accidents,V606,Female,65-74 years,0.01
Unintenional injuries,Road/pedestrian traffic accidents,V606,Male,75-84 years,0.07
Unintenional injuries,Road/pedestrian traffic accidents,V606,Female,75-84 years,0
Unintenional injuries,Road/pedestrian traffic accidents,V606,Male,85 and over,0
Unintenional injuries,Road/pedestrian traffic accidents,V606,Female,85 and over,0
Unintenional injuries,Road/pedestrian traffic accidents,V607,Male,16-24 years,0.08
Unintenional injuries,Road/pedestrian traffic accidents,V607,Female,16-24 years,0.02
Unintenional injuries,Road/pedestrian traffic accidents,V607,Male,25-34 years,0.15
Unintenional injuries,Road/pedestrian traffic accidents,V607,Female,25-34 years,0.02
Unintenional injuries,Road/pedestrian traffic accidents,V607,Male,35-44 years,0.21
Unintenional injuries,Road/pedestrian traffic accidents,V607,Female,35-44 years,0.03
Unintenional injuries,Road/pedestrian traffic accidents,V607,Male,45-54 years,0.22
Unintenional injuries,Road/pedestrian traffic accidents,V607,Female,45-54 years,0.06
Unintenional injuries,Road/pedestrian traffic accidents,V607,Male,55-64 years,0.25
Unintenional injuries,Road/pedestrian traffic accidents,V607,Female,55-64 years,0.04
Unintenional injuries,Road/pedestrian traffic accidents,V607,Male,65-74 years,0.16
Unintenional injuries,Road/pedestrian traffic accidents,V607,Female,65-74 years,0.01
Unintenional injuries,Road/pedestrian traffic accidents,V607,Male,75-84 years,0.07
Unintenional injuries,Road/pedestrian traffic accidents,V607,Female,75-84 years,0
Unintenional injuries,Road/pedestrian traffic accidents,V607,Male,85 and over,0
Unintenional injuries,Road/pedestrian traffic accidents,V607,Female,85 and over,0
Unintenional injuries,Road/pedestrian traffic accidents,V608,Male,16-24 years,0.08
Unintenional injuries,Road/pedestrian traffic accidents,V608,Female,16-24 years,0.02
Unintenional injuries,Road/pedestrian traffic accidents,V608,Male,25-34 years,0.15
Unintenional injuries,Road/pedestrian traffic accidents,V608,Female,25-34 years,0.02
Unintenional injuries,Road/pedestrian traffic accidents,V608,Male,35-44 years,0.21
Unintenional injuries,Road/pedestrian traffic accidents,V608,Female,35-44 years,0.03
Unintenional injuries,Road/pedestrian traffic accidents,V608,Male,45-54 years,0.22
Unintenional injuries,Road/pedestrian traffic accidents,V608,Female,45-54 years,0.06
Unintenional injuries,Road/pedestrian traffic accidents,V608,Male,55-64 years,0.25
Unintenional injuries,Road/pedestrian traffic accidents,V608,Female,55-64 years,0.04
Unintenional injuries,Road/pedestrian traffic accidents,V608,Male,65-74 years,0.16
Unintenional injuries,Road/pedestrian traffic accidents,V608,Female,65-74 years,0.01
Unintenional injuries,Road/pedestrian traffic accidents,V608,Male,75-84 years,0.07
Unintenional injuries,Road/pedestrian traffic accidents,V608,Female,75-84 years,0
Unintenional injuries,Road/pedestrian traffic accidents,V608,Male,85 and over,0
Unintenional injuries,Road/pedestrian traffic accidents,V608,Female,85 and over,0
Unintenional injuries,Road/pedestrian traffic accidents,V609,Male,16-24 years,0.08
Unintenional injuries,Road/pedestrian traffic accidents,V609,Female,16-24 years,0.02
Unintenional injuries,Road/pedestrian traffic accidents,V609,Male,25-34 years,0.15
Unintenional injuries,Road/pedestrian traffic accidents,V609,Female,25-34 years,0.02
Unintenional injuries,Road/pedestrian traffic accidents,V609,Male,35-44 years,0.21
Unintenional injuries,Road/pedestrian traffic accidents,V609,Female,35-44 years,0.03
Unintenional injuries,Road/pedestrian traffic accidents,V609,Male,45-54 years,0.22
Unintenional injuries,Road/pedestrian traffic accidents,V609,Female,45-54 years,0.06
Unintenional injuries,Road/pedestrian traffic accidents,V609,Male,55-64 years,0.25
Unintenional injuries,Road/pedestrian traffic accidents,V609,Female,55-64 years,0.04
Unintenional injuries,Road/pedestrian traffic accidents,V609,Male,65-74 years,0.16
Unintenional injuries,Road/pedestrian traffic accidents,V609,Female,65-74 years,0.01
Unintenional injuries,Road/pedestrian traffic accidents,V609,Male,75-84 years,0.07
Unintenional injuries,Road/pedestrian traffic accidents,V609,Female,75-84 years,0
Unintenional injuries,Road/pedestrian traffic accidents,V609,Male,85 and over,0
Unintenional injuries,Road/pedestrian traffic accidents,V609,Female,85 and over,0
Unintenional injuries,Road/pedestrian traffic accidents,V614,Male,16-24 years,0.08
Unintenional injuries,Road/pedestrian traffic accidents,V614,Female,16-24 years,0.02
Unintenional injuries,Road/pedestrian traffic accidents,V614,Male,25-34 years,0.15
Unintenional injuries,Road/pedestrian traffic accidents,V614,Female,25-34 years,0.02
Unintenional injuries,Road/pedestrian traffic accidents,V614,Male,35-44 years,0.21
Unintenional injuries,Road/pedestrian traffic accidents,V614,Female,35-44 years,0.03
Unintenional injuries,Road/pedestrian traffic accidents,V614,Male,45-54 years,0.22
Unintenional injuries,Road/pedestrian traffic accidents,V614,Female,45-54 years,0.06
Unintenional injuries,Road/pedestrian traffic accidents,V614,Male,55-64 years,0.25
Unintenional injuries,Road/pedestrian traffic accidents,V614,Female,55-64 years,0.04
Unintenional injuries,Road/pedestrian traffic accidents,V614,Male,65-74 years,0.16
Unintenional injuries,Road/pedestrian traffic accidents,V614,Female,65-74 years,0.01
Unintenional injuries,Road/pedestrian traffic accidents,V614,Male,75-84 years,0.07
Unintenional injuries,Road/pedestrian traffic accidents,V614,Female,75-84 years,0
Unintenional injuries,Road/pedestrian traffic accidents,V614,Male,85 and over,0
Unintenional injuries,Road/pedestrian traffic accidents,V614,Female,85 and over,0
Unintenional injuries,Road/pedestrian traffic accidents,V615,Male,16-24 years,0.08
Unintenional injuries,Road/pedestrian traffic accidents,V615,Female,16-24 years,0.02
Unintenional injuries,Road/pedestrian traffic accidents,V615,Male,25-34 years,0.15
Unintenional injuries,Road/pedestrian traffic accidents,V615,Female,25-34 years,0.02
Unintenional injuries,Road/pedestrian traffic accidents,V615,Male,35-44 years,0.21
Unintenional injuries,Road/pedestrian traffic accidents,V615,Female,35-44 years,0.03
Unintenional injuries,Road/pedestrian traffic accidents,V615,Male,45-54 years,0.22
Unintenional injuries,Road/pedestrian traffic accidents,V615,Female,45-54 years,0.06
Unintenional injuries,Road/pedestrian traffic accidents,V615,Male,55-64 years,0.25
Unintenional injuries,Road/pedestrian traffic accidents,V615,Female,55-64 years,0.04
Unintenional injuries,Road/pedestrian traffic accidents,V615,Male,65-74 years,0.16
Unintenional injuries,Road/pedestrian traffic accidents,V615,Female,65-74 years,0.01
Unintenional injuries,Road/pedestrian traffic accidents,V615,Male,75-84 years,0.07
Unintenional injuries,Road/pedestrian traffic accidents,V615,Female,75-84 years,0
Unintenional injuries,Road/pedestrian traffic accidents,V615,Male,85 and over,0
Unintenional injuries,Road/pedestrian traffic accidents,V615,Female,85 and over,0
Unintenional injuries,Road/pedestrian traffic accidents,V616,Male,16-24 years,0.08
Unintenional injuries,Road/pedestrian traffic accidents,V616,Female,16-24 years,0.02
Unintenional injuries,Road/pedestrian traffic accidents,V616,Male,25-34 years,0.15
Unintenional injuries,Road/pedestrian traffic accidents,V616,Female,25-34 years,0.02
Unintenional injuries,Road/pedestrian traffic accidents,V616,Male,35-44 years,0.21
Unintenional injuries,Road/pedestrian traffic accidents,V616,Female,35-44 years,0.03
Unintenional injuries,Road/pedestrian traffic accidents,V616,Male,45-54 years,0.22
Unintenional injuries,Road/pedestrian traffic accidents,V616,Female,45-54 years,0.06
Unintenional injuries,Road/pedestrian traffic accidents,V616,Male,55-64 years,0.25
Unintenional injuries,Road/pedestrian traffic accidents,V616,Female,55-64 years,0.04
Unintenional injuries,Road/pedestrian traffic accidents,V616,Male,65-74 years,0.16
Unintenional injuries,Road/pedestrian traffic accidents,V616,Female,65-74 years,0.01
Unintenional injuries,Road/pedestrian traffic accidents,V616,Male,75-84 years,0.07
Unintenional injuries,Road/pedestrian traffic accidents,V616,Female,75-84 years,0
Unintenional injuries,Road/pedestrian traffic accidents,V616,Male,85 and over,0
Unintenional injuries,Road/pedestrian traffic accidents,V616,Female,85 and over,0
Unintenional injuries,Road/pedestrian traffic accidents,V617,Male,16-24 years,0.08
Unintenional injuries,Road/pedestrian traffic accidents,V617,Female,16-24 years,0.02
Unintenional injuries,Road/pedestrian traffic accidents,V617,Male,25-34 years,0.15
Unintenional injuries,Road/pedestrian traffic accidents,V617,Female,25-34 years,0.02
Unintenional injuries,Road/pedestrian traffic accidents,V617,Male,35-44 years,0.21
Unintenional injuries,Road/pedestrian traffic accidents,V617,Female,35-44 years,0.03
Unintenional injuries,Road/pedestrian traffic accidents,V617,Male,45-54 years,0.22
Unintenional injuries,Road/pedestrian traffic accidents,V617,Female,45-54 years,0.06
Unintenional injuries,Road/pedestrian traffic accidents,V617,Male,55-64 years,0.25
Unintenional injuries,Road/pedestrian traffic accidents,V617,Female,55-64 years,0.04
Unintenional injuries,Road/pedestrian traffic accidents,V617,Male,65-74 years,0.16
Unintenional injuries,Road/pedestrian traffic accidents,V617,Female,65-74 years,0.01
Unintenional injuries,Road/pedestrian traffic accidents,V617,Male,75-84 years,0.07
Unintenional injuries,Road/pedestrian traffic accidents,V617,Female,75-84 years,0
Unintenional injuries,Road/pedestrian traffic accidents,V617,Male,85 and over,0
Unintenional injuries,Road/pedestrian traffic accidents,V617,Female,85 and over,0
Unintenional injuries,Road/pedestrian traffic accidents,V618,Male,16-24 years,0.08
Unintenional injuries,Road/pedestrian traffic accidents,V618,Female,16-24 years,0.02
Unintenional injuries,Road/pedestrian traffic accidents,V618,Male,25-34 years,0.15
Unintenional injuries,Road/pedestrian traffic accidents,V618,Female,25-34 years,0.02
Unintenional injuries,Road/pedestrian traffic accidents,V618,Male,35-44 years,0.21
Unintenional injuries,Road/pedestrian traffic accidents,V618,Female,35-44 years,0.03
Unintenional injuries,Road/pedestrian traffic accidents,V618,Male,45-54 years,0.22
Unintenional injuries,Road/pedestrian traffic accidents,V618,Female,45-54 years,0.06
Unintenional injuries,Road/pedestrian traffic accidents,V618,Male,55-64 years,0.25
Unintenional injuries,Road/pedestrian traffic accidents,V618,Female,55-64 years,0.04
Unintenional injuries,Road/pedestrian traffic accidents,V618,Male,65-74 years,0.16
Unintenional injuries,Road/pedestrian traffic accidents,V618,Female,65-74 years,0.01
Unintenional injuries,Road/pedestrian traffic accidents,V618,Male,75-84 years,0.07
Unintenional injuries,Road/pedestrian traffic accidents,V618,Female,75-84 years,0
Unintenional injuries,Road/pedestrian traffic accidents,V618,Male,85 and over,0
Unintenional injuries,Road/pedestrian traffic accidents,V618,Female,85 and over,0
Unintenional injuries,Road/pedestrian traffic accidents,V619,Male,16-24 years,0.08
Unintenional injuries,Road/pedestrian traffic accidents,V619,Female,16-24 years,0.02
Unintenional injuries,Road/pedestrian traffic accidents,V619,Male,25-34 years,0.15
Unintenional injuries,Road/pedestrian traffic accidents,V619,Female,25-34 years,0.02
Unintenional injuries,Road/pedestrian traffic accidents,V619,Male,35-44 years,0.21
Unintenional injuries,Road/pedestrian traffic accidents,V619,Female,35-44 years,0.03
Unintenional injuries,Road/pedestrian traffic accidents,V619,Male,45-54 years,0.22
Unintenional injuries,Road/pedestrian traffic accidents,V619,Female,45-54 years,0.06
Unintenional injuries,Road/pedestrian traffic accidents,V619,Male,55-64 years,0.25
Unintenional injuries,Road/pedestrian traffic accidents,V619,Female,55-64 years,0.04
Unintenional injuries,Road/pedestrian traffic accidents,V619,Male,65-74 years,0.16
Unintenional injuries,Road/pedestrian traffic accidents,V619,Female,65-74 years,0.01
Unintenional injuries,Road/pedestrian traffic accidents,V619,Male,75-84 years,0.07
Unintenional injuries,Road/pedestrian traffic accidents,V619,Female,75-84 years,0
Unintenional injuries,Road/pedestrian traffic accidents,V619,Male,85 and over,0
Unintenional injuries,Road/pedestrian traffic accidents,V619,Female,85 and over,0
Unintenional injuries,Road/pedestrian traffic accidents,V624,Male,16-24 years,0.08
Unintenional injuries,Road/pedestrian traffic accidents,V624,Female,16-24 years,0.02
Unintenional injuries,Road/pedestrian traffic accidents,V624,Male,25-34 years,0.15
Unintenional injuries,Road/pedestrian traffic accidents,V624,Female,25-34 years,0.02
Unintenional injuries,Road/pedestrian traffic accidents,V624,Male,35-44 years,0.21
Unintenional injuries,Road/pedestrian traffic accidents,V624,Female,35-44 years,0.03
Unintenional injuries,Road/pedestrian traffic accidents,V624,Male,45-54 years,0.22
Unintenional injuries,Road/pedestrian traffic accidents,V624,Female,45-54 years,0.06
Unintenional injuries,Road/pedestrian traffic accidents,V624,Male,55-64 years,0.25
Unintenional injuries,Road/pedestrian traffic accidents,V624,Female,55-64 years,0.04
Unintenional injuries,Road/pedestrian traffic accidents,V624,Male,65-74 years,0.16
Unintenional injuries,Road/pedestrian traffic accidents,V624,Female,65-74 years,0.01
Unintenional injuries,Road/pedestrian traffic accidents,V624,Male,75-84 years,0.07
Unintenional injuries,Road/pedestrian traffic accidents,V624,Female,75-84 years,0
Unintenional injuries,Road/pedestrian traffic accidents,V624,Male,85 and over,0
